"","text","created_at","author.location"
"404","L’e-ID nouvelle dérive néolibérale.\nObjet d’une votation fédérale le 7 mars, l’introduction en Suisse d’une identification électronique (e-ID) prévue dans le cadre d’un partenariat public-privé, nourrit des inquiétudes concernant la protection des données.\nhttps://t.co/seiZqOgfyA",2021-02-15 12:05:51,"MuZiK Freak, HipHop & \m/"
"405","Si je comprends bien, l'e-id suisse c'est juste pour les gens qui ne veulent pas utiliser un gestionnaire de mot de passe ? J'entends tout le monde dire que c'est un outil nécessaire, mais je le vois même pas comme une nécessité.",2021-02-15 10:37:32,"Fribourg (Suisse)"
"406","Le Centre Suisse rejette l’initiative du comité d’Egerkingen contre la burqa et approuve le projet de loi sur l’e-ID ainsi que l’Accord de partenariat économique avec l’Indonésie.\n@IndonesieO @E_ID_Info <U+0001F449>https://t.co/wG64wfpq5C",2021-02-15 10:29:55,NA
"407","Pourquoi la Loi sur l'identité électronique (e-ID) constitue-t-elle un atout? Un ""oui"" le 7 mars 2021 contribuera à maintenir la Place financière #suisse au plus haut niveau dans l’espace numérique international! https://t.co/y00xsdmDFZ #digitalisation #fintech #banques https://t.co/o6R95bNgDq",2021-02-15 09:35:25,"Genève, Suisse"
"408","Loi sur l’identité électronique (e-ID): un atout pour la place financière suisse https://t.co/4u8wK4NAz9",2021-02-15 08:45:05,"Genève, Suisse"
"409","Votations fédérales du 7 mars: «Mon fournisseur ne saura pas ce que je fais avec mon e-ID» https://t.co/OYppC3DmYv",2021-02-15 08:07:51,"Genève, Suisse"
"410","e-ID: les entreprises privées n’auront pas accès à toutes les données sensibles des citoyennes et citoyens. Celles et ceux qui prétendent le contraire font preuves de malhonnêteté . https://t.co/NgaRk3HLyh #eID #eIDja #eIDoui #eIDsi",2021-02-15 06:03:22,"Porrentruy, Jura, Suisse"
"411","Le journal @letemps renvoie la loi eID à l'expéditeur: Pour le développement d’une nouvelle identité en ligne intraçable, sans possible discrimination pécuniaire ou sécuritaire: non au projet d’e-ID sur la table, oui au référendum. #CHvote https://t.co/Xj4fQPMu0R",2021-02-15 00:07:10,"Geneva, Switzerland"
"412","Loi sur l’identité électronique (e-ID): un atout pour la place financière suisse https://t.co/fGAYW0blRT",2021-02-14 20:59:02,"Lausanne, Schweiz"
"413","@sebastienfanti @Numerama N’y a-t-il pas un risque identique avec l’usage des données récoltées par les producteurs des e-id que l’on va devoir créer si la loi est acceptée ?",2021-02-14 14:55:47,"Genève"
"414","<U+0001F4F9> La vidéo du @SyndicatUSS va à l’essentiel : l’octroi de moyens d’identification ne doit pas tomber en mains privées !\n \n<U+27A1> NON à la complète privatisation du cyber-passeport.\n<U+0001F5F3> NON à l’e-ID le 7 mars. https://t.co/dYlrL5fmg2",2021-02-13 23:33:32,"Villeret, Suisse"
"415","Que se cache derrière le projet de l'e-ID sur lequel les suisses sont appelés à voter le 7 mars prochain ?\nhttps://t.co/iZpBXttBYE",2021-02-13 20:08:48,NA
"416","@loicdobler Je comprends. Mais légalement, ils ne pourront pas utiliser cette information. Art.16; Il ne peut communiquer à un tiers ni les données d’identification personnelle visées à l’art. 5, ni les données générées par l’utilisation de l’e-ID, ni les profils basés sur ces dernières;",2021-02-13 16:39:55,"Delémont, Jura"
"417","@GregoireBarbey L’E-ID ne remplace pas la carte d’identité, mais permet à son détenteur de commander en ligne sans avoir à se rappeler son identifiant et son mot de passe spécifique pour le site en question. Le commerçant pourra seulement en déduire que le client est majeur...",2021-02-13 15:19:27,"Argovie, Suisse"
"418","@80Centimes 2 Il ne peut communiquer à un tiers ni les données d’identification personnelle visées à l’art. 5, ni les données générées par l’utilisation de l’e-ID, ni les profils basés sur ces dernières;",2021-02-13 12:36:56,"Lausanne"
"419","<U+0001F1E8><U+0001F1ED>pass. num. E-ID\n\nLa liberté et la démocratie sont en danger. Elles sont menacées par l'imbrication toujours plus étroite de l'État et des entreprises. L'État et les entreprises se méfient du citoyen, voient la population comme un danger et veulent de plus en plus la contrôler. https://t.co/X3y3eHHkcr",2021-02-13 10:38:37," Haute-Savoie"
"420","@CottierDamien @Damian_Mueller_ @E_ID_Info Je pense qu'il faut se placer d'abord du côté des utilisateurs et de leur intérêt, avant de privilégier celui des entreprises et de l'Etat. On a rien à gagner en tant qu'individu à tout centraliser dans une même ""e-ID"". Les promesses de sécurité ne sont pas tenables.",2021-02-13 10:09:21,"Genève, Suisse"
"421","Selon Mme Keller-Sutter (in @24heuresch) «Le fournisseur [d'#eID] ne saura pas ce que je fais avec mon identifiant. Il saura seulement qui s’est connecté avec l’e-ID, où et quand.» Or, les recherches de @RepublikMagazin montrent que c'est faux. \n1/",2021-02-13 09:04:17,"Schweiz, Kt. Freiburg"
"422","@GregoireBarbey Au-delà de vos procès d’intention, je renvoie simplement au texte de la loi et aux explications du Conseil fédéral. Chacun y a accès. Les citoyen-ne-s se feront leur avis. Et ils pourront choisir si et comment ils veulent utiliser l‘e-ID en cas de oui. https://t.co/kCVaLefFUk",2021-02-12 21:46:02,"Suisse"
"423","Votations fédérales du 7 mars: «Mon fournisseur ne saura pas ce que je fais avec mon e-ID» https://t.co/H7ZZPBZmxJ",2021-02-12 20:07:32,"Vaud, Suisse"
"424","Siri et enregistrements accidentels et illégaux <U+0001F1FA><U+0001F1F8> \nAvec Alexa Amazon<U+0001F1E9><U+0001F1EA>\nSpotify<U+0001F30D>\n110 mios <U+0001F1E8><U+0001F1ED> projet achat cloud chez Microsoft, Allo Google et un passeport e-ID chez des privés, bref\nSi ce n'est pas déjà le cas, Me Fanti va crouler sous les dossiers\nMoi j'ai déjà pété les plombs https://t.co/Yo0NSEMcRf",2021-02-12 18:39:13,NA
"425","Il est préférable de développer un système e-ID « étatique qui soit robuste, même si cela prend un peu de temps que d’approuver une loi imprécise qui nous livre pieds et points liés au secteur privé! https://t.co/yp0zUaZvtK",2021-02-12 16:35:23,"CH-Ti"
"426","<U+0001F5E3><U+FE0F> Karin Keller-Sutter: ""La crainte de l'e-ID est infondée""\nL’Etat conservera la souveraineté des données et assurera l’agrément et le contrôle des fournisseurs. Cet agrément peut leur être retiré  #eIDoui  #CHvote @EJPD_DFJP_DFGP \nLire l'interview : \n<U+2B07><U+FE0F>\nhttps://t.co/zAwtdz7wYU",2021-02-12 16:28:39,"Genève, Suisse"
"427","<U+0001F50D> Il faut un e-ID transparent, public, économe en données, pour faciliter l’accès aux prestations de toute nature sur Internet. Au lieu de renforcer le traçage et le profilage dans des écosystèmes privés.\n<U+0001F1E8><U+0001F1ED>Ce système existe ailleurs, il est possible en Suisse! 13/13",2021-02-12 15:53:35,"switzerland Lausanne"
"428","<U+0001F440>Mais le plus gros est à venir: avec la privatisation prévue par la loi…\n<U+0001F3E2>Une commune ou un canton \n<U+0001F4B0>devra rémunérer \n<U+0001F3E6>des émetteurs privés d’e-ID\n<U+0001F4D5>pour identifier\n<U+0001F469><U+200D><U+0001F9B0><U+0001F468><U+200D><U+0001F9B0><U+0001F9D4>ses propres citoyens!\n<U+0001F643>Oui, on marche sur la tête. 11/13",2021-02-12 15:52:30,"switzerland Lausanne"
"429","<U+0001FAA0>L’e-ID privé créé donc un écosystème où les intérêts des acteurs privés – votre fournisseur d’identité comme les sites où vous l’utiliserez – consistent à pomper vos données (officielles!) autant que possible. \n<U+0001F44E>Cet alignement n’est pas dans l’intérêt des citoyens. 8/13",2021-02-12 15:51:54,"switzerland Lausanne"
"430","<U+0001F6E3>La loi sur l’e-ID introduit donc pour la première fois dans l’histoire une identité officielle numérique à plusieurs vitesses. <U+0001F4D6>« Que vous soyez puissant ou misérable, vous ferez tout en ligne ou irez au guichet » en quelque sorte. 5/13",2021-02-12 15:51:29,"switzerland Lausanne"
"431","La loi e-ID, pourquoi être pour ou contre ? A entendre et lire les uns et les autres, difficile de se faire une opinion claire.",2021-02-12 15:23:25,"Switzerland"
"432","Délivrer une identité électronique est une tâche régalienne, comme délivrer un passeport. Les VERTS combattent la loi sur l’e-ID car elle nie cette évidence et veut confier cette tâche aux seules entreprises privées. #non #e-id #7mars \nhttps://t.co/tCtWtW3Asp https://t.co/aNGLiEjaIJ",2021-02-12 15:00:06,"Concise, Suisse"
"433","«Ce projet d’e-ID est une triple arnaque»\nhttps://t.co/GtuDpdw1dd",2021-02-12 13:41:02,NA
"434","Quand je vois l'argument massue sur un tout ménage reçu ce jour, je reste perplexe...\n\nEt me demande si certain ne sont simplement en train de mentir aux votants.\n\nDonc l'e-ID c'est un gestionnaire de mot de passe ? https://t.co/Pd7FK8wmHq https://t.co/Q7ay9OLPab",2021-02-12 11:53:55,NA
"435","«Ce projet d’e-ID est une triple arnaque»\nhttps://t.co/4IzdaB8Rai",2021-02-12 09:18:29,"Lausanne, Suisse"
"436","#Suisse Identité numérique ""e-ID""\nEt si le peuple votait ""NON"" le 7 mars ?\nL'article de @BdWuthrich dans @LeTempsSuisse\nLa Poste, singulière actrice de l’identité numérique\nhttps://t.co/ioMFRnmOu0 par @bdwuthrich",2021-02-12 09:15:12,"Le Locle et Genève, Suisse"
"437","Votations fédérales du 7 mars: «Ce projet d’e-ID est une triple arnaque» https://t.co/EQLVTzURgm",2021-02-12 08:43:36,NA
"438","Faire progresser la numérisation, renforcer la place économique de la Suisse : Oui à l’e-ID https://t.co/a7maehyXuu #numérisation via @PLR_Suisse",2021-02-12 08:19:01,"Suisse, France"
"439","Votations fédérales du 7 mars: «Ce projet d’e-ID est une triple arnaque» https://t.co/BkKgkkmqOF",2021-02-12 06:09:32,"#Genève, #Suisse"
"440","C’est drôle (et inquiétant si la loi e-id passe) https://t.co/xTSjQFqmNO",2021-02-11 18:53:20,NA
"441","Faire avancer la #numérisation et renforcer l'innovation et la place économique de la Suisse. Ce ne sont là que deux des nombreuses raisons de voter en faveur de l'e-ID le 7 mars. <U+0001F449> Pour en savoir plus, consultez le blog de @Damian_Mueller_: https://t.co/M5UQfXzM1t",2021-02-11 15:50:54,"Berne, Suisse"
"442","La ""digitalisation de ls Suisse"", comme il dit, pourra progresser de manière bien plus sécurisée si elle n'est pas confiée à des entreprises privées. Oui à l'#eID, NON au projet de loi actuel. #eIDnein #eIDnon. NON à la loi e-ID le 17 mars. https://t.co/BQaFbT7ksR",2021-02-11 14:40:05,"Who cares, it's my planet too"
"443","""e-ID : quels enjeux pour le citoyen"" ? Réponse mardi 16 février à 17h00, s'inscrire:  \n\nhttps://t.co/jmKMj7hudk",2021-02-11 11:20:05,"Suisse"
"444","Votations du 7 mars: Les partisans de l’e-ID perdent des plumes https://t.co/WPZ1I8O6Mk  via @zisyadis",2021-02-11 08:19:00,"Suisse, France"
"445","L'E-ID privée proposée en votation est vraiment absurde. \nJe viens d'apprendre que la photo de votre passeport (ou de votre carte d'id.) sera transmise par la police fédérale (FEDPOL) aux entreprises privées qui vendront les E-ID. Ces entreprise stockeront votre photo... \n--&gt; NON",2021-02-11 07:08:14,"Suisse"
"446","Les partisans de l’e-ID perdent des plumes. Votez NON à cette loi qui privatise l’identité numérique des citoyens suisses.  https://t.co/g8FFEXghba",2021-02-11 06:55:18,"Lausanne, Suisse"
"447","@LNFlive @lenouvelliste @canal9valais @rhonefm @walliserbote @LeTemps @radiochablais il serait temps d’interroger les candidats au Conseil d’état valaisan sur l’e-id! Si la campagne est morne c’est aussi en raison de l’absence de débat sur les sujets fondamentaux ! #wakeup https://t.co/0wTG9X62ZH",2021-02-11 06:39:33,"Sion - Genève - Paris - Monaco"
"448","L’introduction de l’identité électronique (e-ID) représente une étape fondamentale de la numérisation d’une société, écrit JP Hubaux, professeur EPFL. Une fois réussie,elle apporte une plus grande sécurité et une plus grande efficacité pour l’usager. #c4dt\nhttps://t.co/N6OBykcf0A",2021-02-10 23:00:36,"Lausanne, Suisse"
"449","Données biométriques en mains privées, mauvaise protection des données, manque de compatibilité avec l'UE : la Suisse choisit une voie risquée avec sa loi sur l'e-ID. NON le 7 mars. @RepublikMagazin https://t.co/EHtdPACGrs",2021-02-10 21:21:15,"Lausanne, Suisse"
"450","@Jodebarros Je ne me mouillerais pas. <U+0001F9D0> Y'a désormais une tendance vers le NON pour Indonésie et e-ID. Mais y'a encore du potentiel pour le NON burqa à aller chercher du côté du PVL et du PLR. Too early to call. https://t.co/hg5JOKJzYa",2021-02-10 21:18:49,"Suisse, France"
"451","Ici, @RepublikMagazin explique qu'en vertu de l'""interoperabilité"", chaque fournisseur privé d'E-ID recevra peu à peu les données des personnes ayant une E-ID d'un autre fournisseur.  Un peu comme Salt connaît les numéros de Swisscom et vice versa. Sauf que là, données perso. https://t.co/Kazim8wZfu",2021-02-10 20:04:40,"Suisse"
"452","[OPINION] E-ID et saine méfiance de soi https://t.co/cpIWCCZqmM",2021-02-10 16:00:00,"Segura,Vinalopó,Cartagena"
"453","Loi e-ID: les derniers classements internationaux pointent la perte de vitesse de notre pays en matière digitale. Il est grand temps de se doter d’une solution suisse, sûre, pragmatique et innovante #eIDoui #eID #voteCH\n\nLire notre opnion dans l'AGEFI: https://t.co/gySC0pbS2x",2021-02-10 15:09:42,"Delémont/Jura"
"454","<U+0001F339>Non à l’e-ID<U+270A><U+0001F3FB> https://t.co/9GPk6Udovt",2021-02-10 13:09:41,NA
"455","Le saviez-vous? Nous voterons en mars sur l’idée que les passeports numériques suisses soient émis par des entités privées! \nLa loi « e-ID » n’est pas encore connue. Et pourtant c’est une privatisation en règle d’une tâche publique fondamentale. 1/10 #chvote https://t.co/BvqEDXQ7rx",2021-02-10 13:06:21,"Switzerland"
"456","@NathanaelKhodl Bonjour @NathanaelKhodl, le numéro d’enregistrement de l’e-ID (EID-RN) appartient à la personne et reste fixe ensuite, indépendamment de chez qui elle a obtenu une E-ID et de combien d’E-ID elle a obtenu.",2021-02-10 12:27:49,"Schweiz"
"457","Cher @nicolasburer, je vous invite à lire la loi, qui est limpide sur ce point: c’est bien le fournisseur d’identité privé qui établit (le terme utilisé dans la loi, que vous remplacez par émettre) l’e-ID. Comme son nom l’indique, d’ailleurs. https://t.co/ZtGmCR8dIr",2021-02-10 11:20:49,NA
"458","@nicolasburer vote pour une Suisse moderne ! Rejoignez le Comité de soutien à l’e-ID suisse.\n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions https://t.co/jGDI5I1rmg\n\n#eIDja https://t.co/IDJTZ5TtTU",2021-02-10 11:03:37,"Schweiz"
"459","Vous êtes Suisse ... Je vous recommande de regarder ce qui se dit autour de l'e-ID",2021-02-10 10:36:51,"Derrière ce Clavier, LisezMoi"
"460","#RT @dgt_switzerland: @nicolasburer vote pour une Suisse moderne ! Rejoignez le Comité de soutien à l’e-ID suisse.\n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> I… https://t.co/datFuynlcQ",2021-02-10 10:35:16,"Zürich, Schweiz"
"461","<U+0001F4E3>Pour Pierre-Yves Maillard, le marché a justement besoin de la prise en charge de l’émission et de la gestion de l’e-ID par l’Etat, indépendament de visées commerciales, pour favoriser la confiance dans cette solution. \nhttps://t.co/Rhdzbyw4Z5",2021-02-10 09:58:03,"Berne"
"462","Les partisans de l’e-ID perdent des plumes https://t.co/L7IwczWqQ2 https://t.co/OcJjFcGgSw",2021-02-10 05:57:04,"Suisse"
"463","@benoitgaillard Bonjour, here is your unroll: <U+0001F4B0><U+0001F194>Qui va payer pour l’e-ID? (Spoiler: vous, trois fois 1<U+FE0F><U+20E3>2<U+FE0F><U+20E3>3<U+FE0F><U+20E3>) <U+0001F5F3>Le projet soumis en votation veut confier aux entreprises… https://t.co/EjbYIuX1vu Enjoy :) <U+0001F916>",2021-02-09 17:57:29,"Wherever threads are written.."
"464","E-id: depuis 15 ans, l'Estonie a une identité électronique publique. Cette petite vidéo de l'Etat estonien explique  comment ça marche.\nIl faut voter NON à l'E-ID privé et reprendre ensuite le modèle estonien: \nhttps://t.co/aT8Wk2F2BT \nThread 1/x",2021-02-09 16:28:11,"Switzerland"
